Link,Club,League,Name,Market value,Date of birth/Age,Place of birth,Citizenship,Height,Foot,Position,Player agent,Joined,Contract expires,Competition_Total_Appearances,Competition_Total_Goals,Competition_Total_Own_Goals,Competition_Total_Assists,Competition_Total_Yellow_Cards,Competition_Total_Red_Cards,Competition_Total_Substitutions_On,Competition_Total_Substitutions_Off,Competition_Total_Clean_Sheets,Competition_Total_Goals_Conceded,Competition_Total_Minutes_Played,Competition_National_Appearances,Competition_National_Goals,Competition_National_Own_Goals,Competition_National_Assists,Competition_National_Yellow_Cards,Competition_National_Red_Cards,Competition_National_Substitutions_On,Competition_National_Substitutions_Off,Competition_National_Goals_Conceded,Competition_National_Clean_Sheets,Competition_National_Minutes_Played,Competition_International_Appearances,Competition_International_Goals,Competition_International_Own_Goals,Competition_International_Assists,Competition_International_Yellow_Cards,Competition_International_Red_Cards,Competition_International_Substitutions_On,Competition_International_Substitutions_Off,Competition_International_Clean_Sheets,Competition_International_Goals_Conceded,Competition_International_Minutes_Played,Competition_Nationalcup_Appearances,Competition_Nationalcup_Goals,Competition_Nationalcup_Own_Goals,Competition_Nationalcup_Assists,Competition_Nationalcup_Yellow_Cards,Competition_Nationalcup_Red_Cards,Competition_Nationalcup_Substitutions_On,Competition_Nationalcup_Substitutions_Off,Competition_Nationalcup_Clean_Sheets,Competition_Nationalcup_Goals_Conceded,Competition_Nationalcup_Minutes_Played
https://www.transfermarkt.com//tolu-arokodare/profil/spieler/683571,Wolverhampton Wanderers,Premier League,Tolu Arokodare,€22.00m,23/11/2000 (25),Festac,Nigeria,"1,97 m",right,Attack - Centre-Forward,CAA Base Ltd,01/09/2025,30/06/2029,28,5,Na,1,1,Na,18,6,,,1.055',4,1,Na,Na,Na,Na,4,Na,,,80',,,,,,,,,,,,1,1,Na,1,Na,Na,1,Na,,,16'
https://www.transfermarkt.com//hee-chan-hwang/profil/spieler/292246,Wolverhampton Wanderers,Premier League,Hee-chan Hwang,€10.00m,26/01/1996 (30),"Chuncheon, Gangwon","Korea, South","1,77 m",right,Attack - Centre-Forward,P&P Sport ...,01/07/2022,30/06/2028,23,2,Na,3,4,Na,5,18,,,1.406',19,2,Na,1,3,Na,5,14,,,1.115',,,,,,,,,,,,1,Na,Na,1,Na,Na,Na,1,,,74'
https://www.transfermarkt.com//adam-armstrong/profil/spieler/250426,Wolverhampton Wanderers,Premier League,Adam Armstrong,€9.00m,10/02/1997 (28),West Denton,England,"1,73 m",right,Attack - Centre-Forward,CAA Stellar,02/02/2026,30/06/2029,32,11,Na,4,4,Na,7,11,,,2.142',,,,,,,,,,,,,,,,,,,,,,,1,Na,Na,Na,Na,Na,1,Na,,,3'
https://www.transfermarkt.com//nathan-fraser/profil/spieler/863741,Wolverhampton Wanderers,Premier League,Nathan Fraser,€600k,22/02/2005 (20),Wolverhampton,Ireland  England,"1,88 m",right,Attack - Centre-Forward,Relatives,01/01/2024,30/06/2028,82,24,Na,6,6,1,24,32,,,5.116',7,Na,Na,Na,1,Na,6,1,,,184',,,,,,,,,,,,2,1,Na,Na,Na,Na,1,1,,,110'
https://www.transfermarkt.com//max-weiss/profil/spieler/829299,Burnley FC,Premier League,Max Weiß,€4.00m,15/06/2004 (21),Speyer,Germany,"1,90 m",right,Goalkeeper,BMS Sportconsulting ...,01/07/2025,30/06/2029,3,Na,Na,,Na,Na,Na,Na,Na,4,270',Na,Na,Na,,Na,Na,Na,Na,Na,Na,Na,,,,,,,,,,,,1,Na,Na,,Na,Na,Na,Na,Na,1,90'
https://www.transfermarkt.com//martin-dubravka/profil/spieler/74960,Burnley FC,Premier League,Martin Dúbravka,€750k,15/01/1989 (37),Žilina,Slovakia,"1,91 m",right,Goalkeeper,1863,07/08/2025,30/06/2026,24,Na,Na,,1,Na,Na,Na,3,47,2.160',24,Na,Na,,1,Na,Na,Na,47,3,2.160',,,,,,,,,,,,,,,,,,,,,,
https://www.transfermarkt.com//vaclav-hladky/profil/spieler/95795,Burnley FC,Premier League,Václav Hladký,€200k,14/11/1990 (35),Brno,Czech Republic,"1,92 m",right,Goalkeeper,V&M agency,19/07/2024,30/06/2026,Na,Na,Na,,Na,Na,Na,Na,Na,Na,Na,,,,,,,,,,,,,,,,,,,,,,,Na,Na,Na,,Na,Na,Na,Na,Na,Na,Na
https://www.transfermarkt.com//maxime-esteve/profil/spieler/842341,Burnley FC,Premier League,Maxime Estève,€25.00m,26/05/2002 (23),Montpellier,France,"1,93 m",left,Defender - Centre-Back,DWMA,01/07/2024,30/06/2030,22,Na,2,Na,Na,Na,Na,4,,,1.882',21,Na,2,Na,Na,Na,Na,4,,,1.792',,,,,,,,,,,,1,Na,Na,Na,Na,Na,Na,Na,,,90'
https://www.transfermarkt.com//bashir-humphreys/profil/spieler/612517,Burnley FC,Premier League,Bashir Humphreys,€12.00m,15/03/2003 (22),Exeter,England  Uganda,"1,86 m",left,Defender - Centre-Back,Unique Sports Group,01/07/2025,-,10,Na,Na,1,2,Na,2,1,,,752',8,Na,Na,1,2,Na,2,Na,,,617',,,,,,,,,,,,Na,Na,Na,Na,Na,Na,Na,Na,,,Na
https://www.transfermarkt.com//hjalmar-ekdal/profil/spieler/392179,Burnley FC,Premier League,Hjalmar Ekdal,€6.00m,21/10/1998 (27),Stockholm,Sweden,"1,87 m",right,Defender - Centre-Back,BHM Sports Agency,21/01/2023,30/06/2027,16,Na,Na,1,Na,Na,2,2,,,1.270',15,Na,Na,Na,Na,Na,2,2,,,1.180',,,,,,,,,,,,1,Na,Na,1,Na,Na,Na,Na,,,90'
https://www.transfermarkt.com//axel-tuanzebe/profil/spieler/342046,Burnley FC,Premier League,Axel Tuanzebe,€5.00m,14/11/1997 (28),Bunia,DR Congo  England,"1,85 m",right,Defender - Centre-Back,Unique Sports Group,01/07/2025,-,13,1,1,Na,1,Na,1,2,,,1.067',11,1,1,Na,1,Na,Na,2,,,932',,,,,,,,,,,,Na,Na,Na,Na,Na,Na,Na,Na,,,Na
https://www.transfermarkt.com//joe-worrall/profil/spieler/415970,Burnley FC,Premier League,Joe Worrall,€4.00m,10/01/1997 (29),Nottingham,England,"1,90 m",right,Defender - Centre-Back,Footwork,22/08/2024,30/06/2028,8,Na,Na,Na,Na,Na,5,Na,,,334',6,Na,Na,Na,Na,Na,5,Na,,,154',,,,,,,,,,,,,,,,,,,,,,
https://www.transfermarkt.com//jordan-beyer/profil/spieler/403898,Burnley FC,Premier League,Jordan Beyer,€4.00m,19/05/2000 (25),Kempen,Germany,"1,87 m",right,Defender - Centre-Back,Robert Schneider,01/07/2023,30/06/2027,164,8,1,4,30,3,13,25,,,13.170',15,Na,Na,1,6,Na,Na,5,,,1.238',Na,Na,Na,Na,Na,Na,Na,Na,,,Na,4,Na,Na,Na,1,Na,Na,1,,,332'
https://www.transfermarkt.com//quilindschy-hartman/profil/spieler/514285,Burnley FC,Premier League,Quilindschy Hartman,€18.00m,14/11/2001 (24),Zwijndrecht,Netherlands  Curacao,"1,83 m",left,Defender - Left-Back,Forza Sports Group,01/07/2025,30/06/2029,16,Na,Na,4,1,Na,Na,2,,,1.429',15,Na,Na,4,1,Na,Na,2,,,1.339',,,,,,,,,,,,1,Na,Na,Na,Na,Na,Na,Na,,,90'
https://www.transfermarkt.com//lucas-pires/profil/spieler/927768,Burnley FC,Premier League,Lucas Pires,€5.00m,24/03/2001 (24),São Paulo,Brazil,"1,82 m",left,Defender - Left-Back,Roc Nation Sports,16/07/2024,30/06/2028,12,Na,Na,Na,Na,1,1,Na,,,952',10,Na,Na,Na,Na,1,1,Na,,,772',,,,,,,,,,,,Na,Na,Na,Na,Na,Na,Na,Na,,,Na
https://www.transfermarkt.com//connor-roberts/profil/spieler/214666,Burnley FC,Premier League,Connor Roberts,€3.00m,23/09/1995 (30),Neath,Wales,"1,75 m",right,Defender - Right-Back,OmniSports,31/08/2021,30/06/2027,371,21,Na,31,39,1,44,20,,,30.033',39,1,Na,1,5,Na,9,4,,,2.777',,,,,,,,,,,,26,1,Na,2,1,Na,3,3,,,2.130'
https://www.transfermarkt.com//kyle-walker/profil/spieler/95424,Burnley FC,Premier League,Kyle Walker,€2.50m,28/05/1990 (35),Sheffield,England,"1,83 m",right,Defender - Right-Back,CAA Base Ltd,05/07/2025,30/06/2027,23,Na,Na,2,8,Na,Na,1,,,2.057',23,Na,Na,2,8,Na,Na,1,,,2.057',,,,,,,,,,,,,,,,,,,,,,
https://www.transfermarkt.com//lesley-ugochukwu/profil/spieler/711999,Burnley FC,Premier League,Lesley Ugochukwu,€25.00m,26/03/2004 (21),Rennes,France  Nigeria,"1,90 m",right,Midfield - Defensive Midfield,Wasserman,06/08/2025,30/06/2030,25,3,Na,1,2,Na,5,14,,,1.692',23,3,Na,1,1,Na,5,12,,,1.558',,,,,,,,,,,,1,Na,Na,Na,Na,Na,Na,1,,,66'
https://www.transfermarkt.com//florentino/profil/spieler/357162,Burnley FC,Premier League,Florentino,€22.00m,19/08/1999 (26),Lobito,Portugal  Angola,"1,84 m",right,Midfield - Defensive Midfield,Team of Future,01/09/2025,30/06/2026,28,1,Na,2,4,Na,9,10,,,1.726',20,Na,Na,2,3,Na,2,10,,,1.541',,,,,,,,,,,,1,Na,Na,Na,Na,Na,1,Na,,,24'
https://www.transfermarkt.com//josh-cullen/profil/spieler/242606,Burnley FC,Premier League,Josh Cullen,€7.00m,07/04/1996 (29),Westcliff-on-Sea,Ireland  England,"1,75 m",right,Midfield - Central Midfield,CAA Stellar,12/07/2022,30/06/2027,18,2,1,2,2,Na,Na,6,,,1.520',18,2,1,2,2,Na,Na,6,,,1.520',,,,,,,,,,,,,,,,,,,,,,
https://www.transfermarkt.com//james-ward-prowse/profil/spieler/181579,Burnley FC,Premier League,James Ward-Prowse,€6.00m,01/11/1994 (31),Portsmouth,England,"1,77 m",right,Midfield - Central Midfield,CAA Stellar,28/01/2026,30/06/2026,6,Na,Na,Na,1,Na,Na,3,,,506',5,Na,Na,Na,Na,Na,Na,3,,,416',,,,,,,,,,,,,,,,,,,,,,
https://www.transfermarkt.com//josh-laurent/profil/spieler/314241,Burnley FC,Premier League,Josh Laurent,€2.00m,06/05/1995 (30),Leytonstone,England,"1,88 m",right,Midfield - Central Midfield,PowerHause SG,30/08/2024,30/06/2026,23,1,Na,Na,4,Na,10,4,,,1.283',21,1,Na,Na,4,Na,10,3,,,1.127',,,,,,,,,,,,1,Na,Na,Na,Na,Na,Na,1,,,66'
https://www.transfermarkt.com//hannibal/profil/spieler/607224,Burnley FC,Premier League,Hannibal,€14.00m,21/01/2003 (23),Ivry-sur-Seine,Tunisia  France,"1,83 m",right,Midfield - Attacking Midfield,ROGON,28/08/2024,30/06/2028,18,Na,Na,1,5,Na,12,5,,,577',16,Na,Na,1,4,Na,11,5,,,463',,,,,,,,,,,,1,Na,Na,Na,1,Na,1,Na,,,24'
https://www.transfermarkt.com//mike-tresor/profil/spieler/381963,Burnley FC,Premier League,Mike Tresor,€4.00m,28/05/1999 (26),Antwerpen,Belgium,"1,72 m",right,Midfield - Attacking Midfield,GloBall Group,01/07/2024,30/06/2028,6,Na,Na,1,Na,Na,6,Na,,,43',4,Na,Na,Na,Na,Na,4,Na,,,19',,,,,,,,,,,,,,,,,,,,,,
https://www.transfermarkt.com//jaidon-anthony/profil/spieler/684210,Burnley FC,Premier League,Jaidon Anthony,€15.00m,01/12/1999 (26),London,England  Jamaica,"1,83 m",right,Attack - Left Winger,AGM Sports Ltd,01/07/2025,30/06/2029,24,6,Na,2,4,Na,5,13,,,1.613',23,5,Na,2,4,Na,5,13,,,1.523',,,,,,,,,,,,1,1,Na,Na,Na,Na,Na,Na,,,90'
https://www.transfermarkt.com//jacob-bruun-larsen/profil/spieler/293281,Burnley FC,Premier League,Jacob Bruun Larsen,€5.00m,19/09/1998 (27),Lyngby,Denmark,"1,83 m",right,Attack - Left Winger,Teamgeist ...,11/07/2025,30/06/2029,20,Na,Na,3,Na,Na,10,10,,,950',19,Na,Na,1,Na,Na,10,9,,,872',,,,,,,,,,,,1,Na,Na,2,Na,Na,Na,1,,,78'
https://www.transfermarkt.com//loum-tchaouna/profil/spieler/607226,Burnley FC,Premier League,Loum Tchaouna,€15.00m,08/09/2003 (22),N'Djamena,France  Chad,"1,80 m",left,Attack - Right Winger,BS Group ...,02/07/2025,30/06/2030,20,2,Na,Na,2,Na,9,10,,,934',18,1,Na,Na,1,Na,9,9,,,782',,,,,,,,,,,,1,1,Na,Na,1,Na,Na,Na,,,90'
https://www.transfermarkt.com//marcus-edwards/profil/spieler/314367,Burnley FC,Premier League,Marcus Edwards,€8.00m,03/12/1998 (27),London,England  Cyprus,"1,68 m",left,Attack - Right Winger,Wasserman,01/07/2025,30/06/2029,16,1,Na,3,1,Na,8,6,,,810',14,1,Na,2,Na,Na,8,5,,,642',,,,,,,,,,,,Na,Na,Na,Na,Na,Na,Na,Na,,,Na
https://www.transfermarkt.com//lyle-foster/profil/spieler/467623,Burnley FC,Premier League,Lyle Foster,€10.00m,03/09/2000 (25),"Soweto, Gauteng",South Africa,"1,85 m",right,Attack - Centre-Forward,CAA Stellar,25/01/2023,30/06/2028,17,3,Na,1,3,Na,5,10,,,988',17,3,Na,1,3,Na,5,10,,,988',,,,,,,,,,,,,,,,,,,,,,
https://www.transfermarkt.com//zian-flemming/profil/spieler/411537,Burnley FC,Premier League,Zian Flemming,€10.00m,01/08/1998 (27),Amsterdam,Netherlands,"1,85 m",right,Attack - Centre-Forward,Wasserman,01/07/2025,30/06/2029,18,6,Na,Na,3,Na,8,8,,,858',16,5,Na,Na,3,Na,8,6,,,693',,,,,,,,,,,,,,,,,,,,,,
https://www.transfermarkt.com//armando-broja/profil/spieler/571743,Burnley FC,Premier League,Armando Broja,€10.00m,10/09/2001 (24),Slough,Albania  England,"1,91 m",right,Attack - Centre-Forward,FA Sport,08/08/2025,30/06/2030,20,1,Na,2,Na,Na,10,8,,,941',18,1,Na,1,Na,Na,10,6,,,800',,,,,,,,,,,,Na,Na,Na,Na,Na,Na,Na,Na,,,Na
https://www.transfermarkt.com//zeki-amdouni/profil/spieler/548729,Burnley FC,Premier League,Zeki Amdouni,€9.00m,04/12/2000 (25),Genève,Switzerland  Tunisia,"1,85 m",both,Attack - Centre-Forward,ONEANDTEN,19/07/2023,30/06/2028,277,88,Na,14,25,Na,112,97,,,15.702',34,5,Na,1,2,Na,7,26,,,1.973',11,1,Na,1,2,Na,10,1,,,239',1,Na,Na,Na,Na,Na,Na,Na,,,90'
https://www.transfermarkt.com//ashley-barnes/profil/spieler/63200,Burnley FC,Premier League,Ashley Barnes,€200k,30/10/1989 (36),Dunkerton,England,"1,85 m",right,Attack - Centre-Forward,CAA Base Ltd,02/01/2025,30/06/2026,5,2,Na,Na,1,Na,4,Na,,,138',2,Na,Na,Na,1,Na,2,Na,,,9',,,,,,,,,,,,1,2,Na,Na,Na,Na,Na,Na,,,90'
https://www.transfermarkt.com//lucas-chevalier/profil/spieler/463600,Paris Saint-Germain,Ligue 1,Lucas Chevalier,€35.00m,06/11/2001 (24),Calais,France,"1,89 m",right,Goalkeeper,Beckster Int.,09/08/2025,30/06/2030,26,Na,Na,,Na,Na,Na,Na,10,28,2.340',17,Na,Na,,Na,Na,Na,Na,13,9,1.530',6,Na,Na,,Na,Na,Na,Na,1,10,540',1,Na,Na,,Na,Na,Na,Na,Na,1,90'
https://www.transfermarkt.com//matvey-safonov/profil/spieler/318470,Paris Saint-Germain,Ligue 1,Matvey Safonov,€15.00m,25/02/1999 (26),Krasnodar,Russia,"1,92 m",right,Goalkeeper,BUILD-UP,01/07/2024,30/06/2029,6,Na,Na,,Na,Na,Na,Na,2,5,570',3,Na,Na,,Na,Na,Na,Na,3,1,270',2,Na,Na,,Na,Na,Na,Na,1,1,180',,,,,,,,,,,
https://www.transfermarkt.com//renato-marin/profil/spieler/1041614,Paris Saint-Germain,Ligue 1,Renato Marin,€500k,10/07/2006 (19),São Paulo,Italy  Brazil,"1,90 m",right,Goalkeeper,SportsMaxi ...,17/07/2025,30/06/2030,1,Na,Na,,Na,Na,Na,Na,1,Na,90',Na,Na,Na,,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,,Na,Na,Na,Na,Na,Na,Na,1,Na,Na,,Na,Na,Na,Na,1,Na,90'
https://www.transfermarkt.com//willian-pacho/profil/spieler/661171,Paris Saint-Germain,Ligue 1,Willian Pacho,€70.00m,16/10/2001 (24),Quinindé,Ecuador,"1,88 m",left,Defender - Centre-Back,Kancha Agency,09/08/2024,30/06/2029,26,2,1,Na,2,Na,2,3,,,2.189',14,Na,Na,Na,Na,Na,2,2,,,1.105',8,2,Na,Na,Na,Na,Na,Na,,,720',1,Na,Na,Na,Na,Na,Na,1,,,64'
https://www.transfermarkt.com//ilya-zabarnyi/profil/spieler/659089,Paris Saint-Germain,Ligue 1,Ilya Zabarnyi,€50.00m,01/09/2002 (23),Kyiv,Ukraine,"1,89 m",right,Defender - Centre-Back,Wasserman,12/08/2025,30/06/2030,24,1,Na,Na,4,1,6,1,,,1.685',16,1,Na,Na,3,Na,2,1,,,1.307',6,Na,Na,Na,1,1,4,Na,,,198',2,Na,Na,Na,Na,Na,Na,Na,,,180'
https://www.transfermarkt.com//marquinhos/profil/spieler/181767,Paris Saint-Germain,Ligue 1,Marquinhos,€30.00m,14/05/1994 (31),São Paulo,Brazil  Portugal,"1,83 m",right,Defender - Centre-Back,Bertolucci Sports,19/07/2013,30/06/2028,19,1,1,Na,Na,Na,3,1,,,1.484',10,Na,1,Na,Na,Na,3,Na,,,689',6,1,Na,Na,Na,Na,Na,1,,,495',Na,Na,Na,Na,Na,Na,Na,Na,,,Na
https://www.transfermarkt.com//lucas-beraldo/profil/spieler/872171,Paris Saint-Germain,Ligue 1,Lucas Beraldo,€20.00m,24/11/2003 (22),Piracicaba,Brazil,"1,86 m",left,Defender - Centre-Back,VERO Sports,01/01/2024,30/06/2028,12,1,Na,Na,1,Na,1,3,,,917',10,1,Na,Na,1,Na,1,3,,,737',Na,Na,Na,Na,Na,Na,Na,Na,,,Na,2,Na,Na,Na,Na,Na,Na,Na,,,180'
https://www.transfermarkt.com//nuno-mendes/profil/spieler/616341,Paris Saint-Germain,Ligue 1,Nuno Mendes,€75.00m,19/06/2002 (23),Lisboa,Portugal,"1,80 m",left,Defender - Left-Back,AS1,01/07/2022,30/06/2029,25,5,Na,4,3,Na,5,4,,,1.821',13,3,Na,2,1,Na,4,2,,,835',8,2,Na,2,2,Na,Na,2,,,660',1,Na,Na,Na,Na,Na,1,Na,,,26'
https://www.transfermarkt.com//lucas-hernandez/profil/spieler/281963,Paris Saint-Germain,Ligue 1,Lucas Hernández,€20.00m,14/02/1996 (29),Marseille,France  Spain,"1,84 m",left,Defender - Left-Back,Manuel García Quilón,09/07/2023,30/06/2028,18,Na,Na,1,2,1,6,3,,,1.170',14,Na,Na,1,2,Na,3,3,,,965',3,Na,Na,Na,Na,1,3,Na,,,115',1,Na,Na,Na,Na,Na,Na,Na,,,90'
https://www.transfermarkt.com//achraf-hakimi/profil/spieler/398073,Paris Saint-Germain,Ligue 1,Achraf Hakimi,€80.00m,04/11/1998 (27),Madrid,Morocco  Spain,"1,81 m",right,Defender - Right-Back,Footfeel ISM,06/07/2021,30/06/2029,16,2,Na,3,3,1,3,1,,,1.224',10,2,Na,Na,2,1,3,Na,,,729',5,Na,Na,3,1,Na,Na,1,,,405',,,,,,,,,,,
https://www.transfermarkt.com//vitinha/profil/spieler/487469,Paris Saint-Germain,Ligue 1,Vitinha,€110.00m,13/02/2000 (25),Vila das Aves,Portugal,"1,72 m",right,Midfield - Defensive Midfield,Gestifute,01/07/2022,30/06/2029,31,6,Na,10,2,Na,2,5,,,2.579',19,1,Na,7,1,Na,2,4,,,1.469',8,5,Na,1,Na,Na,Na,1,,,720',1,Na,Na,Na,Na,Na,Na,Na,,,90'
https://www.transfermarkt.com//joao-neves/profil/spieler/670681,Paris Saint-Germain,Ligue 1,João Neves,€110.00m,27/09/2004 (21),Tavira,Portugal,"1,74 m",right,Midfield - Central Midfield,Gestifute,05/08/2024,30/06/2029,19,6,Na,2,Na,Na,4,5,,,1.435',11,5,Na,1,Na,Na,2,3,,,815',5,1,Na,1,Na,Na,1,2,,,349',1,Na,Na,Na,Na,Na,1,Na,,,61'
https://www.transfermarkt.com//warren-zaire-emery/profil/spieler/810092,Paris Saint-Germain,Ligue 1,Warren Zaïre-Emery,€50.00m,08/03/2006 (19),Montreuil,France  Martinique,"1,78 m",right,Midfield - Central Midfield,Gestifute,01/07/2022,30/06/2029,33,1,Na,3,3,Na,3,10,,,2.687',20,1,Na,3,1,Na,2,5,,,1.612',8,Na,Na,Na,1,Na,1,2,,,648',2,Na,Na,Na,Na,Na,Na,1,,,151'
https://www.transfermarkt.com//fabian-ruiz/profil/spieler/350219,Paris Saint-Germain,Ligue 1,Fabián Ruiz,€40.00m,03/04/1996 (29),Los Palacios y Villafranca,Spain,"1,89 m",left,Midfield - Central Midfield,YOU FIRST,30/08/2022,30/06/2027,24,2,Na,3,1,Na,6,10,,,1.591',13,1,Na,2,Na,Na,4,4,,,795',6,1,Na,1,Na,Na,Na,4,,,453',2,Na,Na,Na,Na,Na,1,Na,,,119'
https://www.transfermarkt.com//senny-mayulu/profil/spieler/903693,Paris Saint-Germain,Ligue 1,Senny Mayulu,€40.00m,17/05/2006 (19),Le Blanc-Mesnil,France  DR Congo,"1,83 m",both,Midfield - Central Midfield,ESN,01/01/2024,30/06/2027,27,4,Na,3,1,Na,6,18,,,1.630',16,3,Na,2,1,Na,2,11,,,1.071',7,1,Na,Na,Na,Na,2,5,,,374',2,Na,Na,1,Na,Na,Na,1,,,155'
https://www.transfermarkt.com//kang-in-lee/profil/spieler/557149,Paris Saint-Germain,Ligue 1,Kang-in Lee,€25.00m,19/02/2001 (24),"Namdong-gu, Incheon","Korea, South","1,73 m",left,Midfield - Attacking Midfield,IF FOOTBALL,08/07/2023,30/06/2028,22,2,Na,3,2,Na,10,8,,,1.126',15,1,Na,2,2,Na,4,7,,,897',5,Na,Na,1,Na,Na,5,Na,,,171',,,,,,,,,,,
https://www.transfermarkt.com//dro-fernandez/profil/spieler/1071596,Paris Saint-Germain,Ligue 1,Dro Fernández,€10.00m,12/01/2008 (18),Nigrán,Spain  Philippines,"1,80 m",right,Midfield - Attacking Midfield,De la Peña & Sostres,26/01/2026,30/06/2030,8,Na,Na,1,Na,Na,3,5,,,330',Na,Na,Na,Na,Na,Na,Na,Na,,,Na,1,Na,Na,1,Na,Na,Na,1,,,59',Na,Na,Na,Na,Na,Na,Na,Na,,,Na
https://www.transfermarkt.com//khvicha-kvaratskhelia/profil/spieler/502670,Paris Saint-Germain,Ligue 1,Khvicha Kvaratskhelia,€90.00m,12/02/2001 (24),Tiflis,Georgia,"1,83 m",both,Attack - Left Winger,,17/01/2025,30/06/2029,27,7,Na,6,2,Na,7,15,,,1.567',16,3,Na,3,1,Na,6,7,,,838',7,3,Na,3,1,Na,1,4,,,443',1,Na,Na,Na,Na,Na,Na,1,,,64'
https://www.transfermarkt.com//bradley-barcola/profil/spieler/708265,Paris Saint-Germain,Ligue 1,Bradley Barcola,€70.00m,02/09/2002 (23),Lyon,France  Togo,"1,82 m",right,Attack - Left Winger,Gestifute,31/08/2023,30/06/2028,29,7,Na,5,3,Na,8,16,,,1.800',17,7,Na,2,2,Na,6,8,,,986',8,Na,Na,2,Na,Na,Na,7,,,583',1,Na,Na,Na,Na,Na,Na,Na,,,90'
https://www.transfermarkt.com//quentin-ndjantou/profil/spieler/1053208,Paris Saint-Germain,Ligue 1,Quentin Ndjantou,€7.00m,23/07/2007 (18),Arpajon,France  Cameroon,"1,82 m",right,Attack - Left Winger,,01/07/2025,30/06/2028,16,4,Na,2,1,Na,10,5,,,582',10,1,Na,1,1,Na,7,2,,,354',3,Na,Na,1,Na,Na,2,1,,,103',1,Na,Na,Na,Na,Na,Na,1,,,45'
https://www.transfermarkt.com//desire-doue/profil/spieler/914562,Paris Saint-Germain,Ligue 1,Désiré Doué,€90.00m,03/06/2005 (20),Angers,France  Cote d'Ivoire,"1,81 m",right,Attack - Right Winger,Relatives,17/08/2024,30/06/2029,20,6,Na,5,1,Na,8,10,,,1.148',11,3,Na,4,Na,Na,5,6,,,586',4,2,Na,Na,Na,Na,2,1,,,231',2,1,Na,Na,1,Na,1,1,,,86'
https://www.transfermarkt.com//ibrahim-mbaye/profil/spieler/1185888,Paris Saint-Germain,Ligue 1,Ibrahim Mbaye,€25.00m,24/01/2008 (18),Trappes,Senegal  France,"1,75 m",right,Attack - Right Winger,Golden Gate Group,01/07/2025,30/06/2028,23,1,Na,2,Na,Na,12,7,,,1.005',16,1,Na,2,Na,Na,7,6,,,760',4,Na,Na,Na,Na,Na,3,1,,,101',,,,,,,,,,,
https://www.transfermarkt.com//ousmane-dembele/profil/spieler/288230,Paris Saint-Germain,Ligue 1,Ousmane Dembélé,€100.00m,15/05/1997 (28),Vernon,France,"1,78 m",both,Attack - Centre-Forward,Relatives,12/08/2023,30/06/2028,22,8,Na,6,1,Na,11,7,,,1.092',12,5,Na,3,Na,Na,7,5,,,540',5,1,Na,1,Na,Na,2,1,,,243',2,1,Na,1,Na,Na,1,1,,,87'
https://www.transfermarkt.com//goncalo-ramos/profil/spieler/550550,Paris Saint-Germain,Ligue 1,Gonçalo Ramos,€35.00m,20/06/2001 (24),Olhão,Portugal,"1,85 m",right,Attack - Centre-Forward,Gestifute,01/01/2024,30/06/2028,30,10,Na,1,2,Na,19,5,,,1.211',19,4,Na,Na,2,Na,10,5,,,880',7,2,Na,Na,Na,Na,7,Na,,,136',2,2,Na,1,Na,Na,Na,Na,,,180'
https://www.transfermarkt.com//geronimo-rulli/profil/spieler/229604,Olympique Marseille,Ligue 1,Gerónimo Rulli,€9.00m,20/05/1992 (33),La Plata,Argentina  Italy,"1,89 m",right,Goalkeeper,KMB,11/08/2024,30/06/2027,26,Na,1,,2,Na,Na,Na,6,35,2.340',17,Na,Na,,2,Na,Na,Na,19,5,1.530',8,Na,1,,Na,Na,Na,Na,1,14,720',Na,Na,Na,,Na,Na,Na,Na,Na,Na,Na
https://www.transfermarkt.com//jeffrey-de-lange/profil/spieler/315253,Olympique Marseille,Ligue 1,Jeffrey de Lange,€2.00m,01/04/1998 (27),Amstelveen,Netherlands,"1,90 m",right,Goalkeeper,GFM,08/08/2024,30/06/2027,6,Na,Na,,Na,Na,Na,Na,4,3,540',3,Na,Na,,Na,Na,Na,Na,3,1,270',Na,Na,Na,,Na,Na,Na,Na,Na,Na,Na,3,Na,Na,,Na,Na,Na,Na,3,Na,270'
https://www.transfermarkt.com//jelle-van-neck/profil/spieler/727086,Olympique de Marseille B,Ligue 1,Jelle Van Neck,,07/03/2004 (21),Brugge,Belgium,"1,91 m",right,Goalkeeper,International Sport ...,01/07/2022,30/06/2027,7,Na,Na,,1,Na,Na,Na,2,7,630',,,,,,,,,,,,Na,Na,Na,,Na,Na,Na,Na,Na,Na,Na,,,,,,,,,,,
https://www.transfermarkt.com//theo-vermot/profil/spieler/620912,Olympique de Marseille B,Ligue 1,Théo Vermot,,27/01/1997 (29),Fréjus,France,"1,90 m",right,Goalkeeper,Only Pro Sport,01/07/2024,30/06/2026,2,Na,Na,,Na,Na,Na,Na,2,Na,180',Na,Na,Na,,Na,Na,Na,Na,Na,Na,Na,,,,,,,,,,,,,,,,,,,,,,
